B.E.	wide/2:CPS		B.E.	O 1s/5:CPS		B.E.	C 1s/6:CPS		
8.212000e+002	1.030000e+004		5.272000e+002	1.770000e+003		2.837000e+002	3.740000e+003		
8.202000e+002	9.990000e+003		5.271500e+002	1.770000e+003		2.836500e+002	3.376667e+003		
8.192000e+002	9.650000e+003		5.271000e+002	1.843333e+003		2.836000e+002	3.220000e+003		
8.182000e+002	9.580000e+003		5.270500e+002	1.846667e+003		2.835500e+002	2.800000e+003		
8.172000e+002	9.460000e+003		5.270000e+002	1.796667e+003		2.835000e+002	2.456667e+003		
8.162000e+002	1.020000e+004		5.269500e+002	1.860000e+003		2.834500e+002	2.153333e+003		
8.152000e+002	1.006000e+004		5.269000e+002	1.656667e+003		2.834000e+002	1.976667e+003		
8.142000e+002	1.003000e+004		5.268500e+002	1.713333e+003		2.833500e+002	1.730000e+003		
8.132000e+002	9.690000e+003		5.268000e+002	1.693333e+003		2.833000e+002	1.473333e+003		
8.122000e+002	1.012000e+004		5.267500e+002	1.650000e+003		2.832500e+002	1.310000e+003		
8.112000e+002	1.008000e+004		5.267000e+002	1.770000e+003		2.832000e+002	1.293333e+003		
8.102000e+002	9.480000e+003		5.266500e+002	1.850000e+003		2.831500e+002	1.093333e+003		
8.092000e+002	9.450000e+003		5.266000e+002	1.773333e+003		2.831000e+002	1.053333e+003		
8.082000e+002	9.970000e+003		5.265500e+002	1.726667e+003		2.830500e+002	9.000000e+002		
8.072000e+002	9.800000e+003		5.265000e+002	1.683333e+003		2.830000e+002	8.233333e+002		
8.062000e+002	9.540000e+003		5.264500e+002	1.696667e+003		2.829500e+002	7.566667e+002		
8.052000e+002	9.840000e+003		5.264000e+002	1.750000e+003		2.829000e+002	6.866667e+002		
8.042000e+002	9.870000e+003		5.263500e+002	1.790000e+003		2.828500e+002	6.266667e+002		
8.032000e+002	9.880000e+003		5.263000e+002	1.770000e+003		2.828000e+002	6.866667e+002		
8.022000e+002	1.001000e+004		5.262500e+002	1.796667e+003		2.827500e+002	6.566667e+002		
8.012000e+002	9.860000e+003		5.262000e+002	1.743333e+003		2.827000e+002	6.033333e+002		
8.002000e+002	1.001000e+004		5.261500e+002	1.650000e+003		2.826500e+002	5.866667e+002		
7.992000e+002	9.600000e+003		5.261000e+002	1.566667e+003		2.826000e+002	4.966667e+002		
7.982000e+002	9.930000e+003		5.260500e+002	1.596667e+003		2.825500e+002	4.766667e+002		
7.972000e+002	9.980000e+003		5.260000e+002	1.723333e+003		2.825000e+002	4.800000e+002		
7.962000e+002	1.014000e+004		5.259500e+002	1.760000e+003		2.824500e+002	4.966667e+002		
7.952000e+002	9.450000e+003		5.259000e+002	1.770000e+003		2.824000e+002	4.666667e+002		
7.942000e+002	9.510000e+003		5.258500e+002	1.793333e+003		2.823500e+002	5.033333e+002		
7.932000e+002	1.004000e+004		5.258000e+002	1.850000e+003		2.823000e+002	4.966667e+002		
7.922000e+002	9.560000e+003		5.257500e+002	1.833333e+003		2.822500e+002	5.266667e+002		
7.912000e+002	9.960000e+003		5.257000e+002	1.713333e+003		2.822000e+002	4.933333e+002		
7.902000e+002	9.470000e+003		5.256500e+002	1.800000e+003		2.821500e+002	4.300000e+002		
7.892000e+002	9.500000e+003		5.256000e+002	1.740000e+003		2.821000e+002	4.600000e+002		
7.882000e+002	9.960000e+003		5.255500e+002	1.823333e+003		2.820500e+002	4.666667e+002		
7.872000e+002	1.029000e+004		5.255000e+002	1.793333e+003		2.820000e+002	4.566667e+002		
7.862000e+002	1.026000e+004		5.254500e+002	1.706667e+003		2.819500e+002	4.500000e+002		
7.852000e+002	1.003000e+004		5.254000e+002	1.786667e+003		2.819000e+002	4.100000e+002		
7.842000e+002	9.730000e+003		5.253500e+002	1.876667e+003		2.818500e+002	3.833333e+002		
7.832000e+002	9.630000e+003		5.253000e+002	1.773333e+003		2.818000e+002	4.166667e+002		
7.822000e+002	9.570000e+003		5.252500e+002	1.933333e+003		2.817500e+002	4.366667e+002		
7.812000e+002	1.034000e+004		5.252000e+002	1.763333e+003		2.817000e+002	4.533333e+002		
7.802000e+002	1.048000e+004		5.251500e+002	1.713333e+003		2.816500e+002	4.266667e+002		
7.792000e+002	1.002000e+004		5.251000e+002	1.716667e+003		2.816000e+002	4.500000e+002		
7.782000e+002	1.000000e+004		5.250500e+002	1.776667e+003		2.815500e+002	4.566667e+002		
7.772000e+002	1.039000e+004		5.250000e+002	1.736667e+003		2.815000e+002	4.400000e+002		
7.762000e+002	1.017000e+004		5.249500e+002	1.786667e+003		2.814500e+002	4.300000e+002		
7.752000e+002	1.046000e+004		5.249000e+002	1.843333e+003		2.814000e+002	4.266667e+002		
7.742000e+002	1.011000e+004		5.248500e+002	1.730000e+003		2.813500e+002	3.733333e+002		
7.732000e+002	9.900000e+003		5.248000e+002	1.746667e+003		2.813000e+002	4.333333e+002		
7.722000e+002	1.046000e+004		5.247500e+002	1.770000e+003		2.812500e+002	4.366667e+002		
7.712000e+002	1.041000e+004		5.247000e+002	1.676667e+003		2.812000e+002	4.466667e+002		
7.702000e+002	1.000000e+004		5.246500e+002	1.716667e+003		2.811500e+002	4.000000e+002		
7.692000e+002	1.018000e+004		5.246000e+002	1.650000e+003		2.811000e+002	3.833333e+002		
7.682000e+002	1.039000e+004		5.245500e+002	1.743333e+003		2.810500e+002	4.433333e+002		
7.672000e+002	1.013000e+004		5.245000e+002	1.810000e+003		2.810000e+002	4.333333e+002		
7.662000e+002	9.430000e+003		5.244500e+002	1.863333e+003		2.809500e+002	4.333333e+002		
7.652000e+002	9.780000e+003		5.244000e+002	1.830000e+003		2.809000e+002	3.800000e+002		
7.642000e+002	1.001000e+004		5.243500e+002	1.703333e+003		2.808500e+002	4.033333e+002		
7.632000e+002	1.038000e+004		5.243000e+002	1.706667e+003		2.808000e+002	4.000000e+002		
7.622000e+002	1.006000e+004		5.242500e+002	1.666667e+003		2.807500e+002	4.300000e+002		
7.612000e+002	1.002000e+004		5.242000e+002	1.896667e+003		2.807000e+002	4.133333e+002		
7.602000e+002	1.061000e+004		5.241500e+002	1.850000e+003		2.806500e+002	4.266667e+002		
7.592000e+002	1.000000e+004		5.241000e+002	1.650000e+003		2.806000e+002	3.966667e+002		
7.582000e+002	1.000000e+004		5.240500e+002	1.690000e+003		2.805500e+002	4.700000e+002		
7.572000e+002	1.006000e+004		5.240000e+002	1.803333e+003		2.805000e+002	4.200000e+002		
7.562000e+002	1.003000e+004		5.239500e+002	1.873333e+003		2.804500e+002	3.533333e+002		
7.552000e+002	1.013000e+004		5.239000e+002	1.773333e+003		2.804000e+002	4.000000e+002		
7.542000e+002	1.014000e+004		5.238500e+002	1.733333e+003		2.803500e+002	3.966667e+002		
7.532000e+002	1.019000e+004		5.238000e+002	1.710000e+003		2.803000e+002	3.733333e+002		
7.522000e+002	9.900000e+003		5.237500e+002	1.713333e+003		2.802500e+002	3.900000e+002		
7.512000e+002	1.022000e+004		5.237000e+002	1.753333e+003		2.802000e+002	4.000000e+002		
7.502000e+002	9.870000e+003		5.236500e+002	1.806667e+003		2.801500e+002	4.133333e+002		
7.492000e+002	9.970000e+003		5.236000e+002	1.806667e+003		2.801000e+002	4.533333e+002		
7.482000e+002	9.940000e+003		5.235500e+002	1.716667e+003		2.800500e+002	4.100000e+002		
7.472000e+002	1.041000e+004		5.235000e+002	1.746667e+003		2.800000e+002	4.300000e+002		
7.462000e+002	1.078000e+004		5.234500e+002	1.803333e+003		2.799500e+002	3.700000e+002		
7.452000e+002	9.960000e+003		5.234000e+002	1.756667e+003		2.799000e+002	4.433333e+002		
7.442000e+002	9.850000e+003		5.233500e+002	1.760000e+003		2.798500e+002	4.700000e+002		
7.432000e+002	1.008000e+004		5.233000e+002	1.726667e+003		2.798000e+002	4.433333e+002		
7.422000e+002	1.008000e+004		5.232500e+002	1.816667e+003		2.797500e+002	4.100000e+002		
7.412000e+002	1.014000e+004		5.232000e+002	1.676667e+003		2.797000e+002	4.100000e+002		
7.402000e+002	9.670000e+003					2.796500e+002	4.333333e+002		
7.392000e+002	9.890000e+003					2.796000e+002	3.966667e+002		
7.382000e+002	1.022000e+004					2.795500e+002	3.233333e+002		
7.372000e+002	1.056000e+004					2.795000e+002	4.166667e+002		
7.362000e+002	1.002000e+004					2.794500e+002	3.433333e+002		
7.352000e+002	1.036000e+004					2.794000e+002	3.666667e+002		
7.342000e+002	1.008000e+004					2.793500e+002	3.633333e+002		
7.332000e+002	9.700000e+003					2.793000e+002	4.000000e+002		
7.322000e+002	1.033000e+004					2.792500e+002	3.866667e+002		
7.312000e+002	1.042000e+004					2.792000e+002	4.200000e+002		
7.302000e+002	9.870000e+003					2.791500e+002	4.333333e+002		
7.292000e+002	1.014000e+004					2.791000e+002	3.533333e+002		
7.282000e+002	9.970000e+003					2.790500e+002	4.100000e+002		
7.272000e+002	1.007000e+004					2.790000e+002	3.900000e+002		
7.262000e+002	1.019000e+004					2.789500e+002	4.066667e+002		
7.252000e+002	1.087000e+004					2.789000e+002	3.733333e+002		
7.242000e+002	1.055000e+004					2.788500e+002	3.933333e+002		
7.232000e+002	1.005000e+004					2.788000e+002	3.666667e+002		
7.222000e+002	9.680000e+003					2.787500e+002	3.600000e+002		
7.212000e+002	9.940000e+003					2.787000e+002	4.100000e+002		
7.202000e+002	1.016000e+004					2.786500e+002	4.433333e+002		
7.192000e+002	9.930000e+003					2.786000e+002	3.833333e+002		
7.182000e+002	1.048000e+004					2.785500e+002	3.866667e+002		
7.172000e+002	1.059000e+004					2.785000e+002	3.600000e+002		
7.162000e+002	1.037000e+004					2.784500e+002	4.300000e+002		
7.152000e+002	1.061000e+004					2.784000e+002	3.966667e+002		
7.142000e+002	1.025000e+004					2.783500e+002	3.566667e+002		
7.132000e+002	1.007000e+004					2.783000e+002	3.733333e+002		
7.122000e+002	1.027000e+004					2.782500e+002	4.033333e+002		
7.112000e+002	1.028000e+004					2.782000e+002	3.733333e+002		
7.102000e+002	1.014000e+004					2.781500e+002	3.566667e+002		
7.092000e+002	1.003000e+004					2.781000e+002	3.766667e+002		
7.082000e+002	1.036000e+004					2.780500e+002	3.900000e+002		
7.072000e+002	1.048000e+004					2.780000e+002	3.933333e+002		
7.062000e+002	1.018000e+004					2.779500e+002	4.233333e+002		
7.052000e+002	1.040000e+004					2.779000e+002	4.033333e+002		
7.042000e+002	9.420000e+003					2.778500e+002	4.600000e+002		
7.032000e+002	9.770000e+003					2.778000e+002	4.133333e+002		
7.022000e+002	9.890000e+003					2.777500e+002	3.633333e+002		
7.012000e+002	1.010000e+004					2.777000e+002	4.000000e+002		
7.002000e+002	1.001000e+004					2.776500e+002	4.466667e+002		
6.992000e+002	1.021000e+004					2.776000e+002	4.733333e+002		
6.982000e+002	1.028000e+004					2.775500e+002	4.066667e+002		
6.972000e+002	1.050000e+004					2.775000e+002	4.400000e+002		
6.962000e+002	1.033000e+004					2.774500e+002	3.833333e+002		
6.952000e+002	1.021000e+004					2.774000e+002	4.633333e+002		
6.942000e+002	1.011000e+004					2.773500e+002	4.100000e+002		
6.932000e+002	1.064000e+004					2.773000e+002	3.766667e+002		
6.922000e+002	1.082000e+004					2.772500e+002	3.533333e+002		
6.912000e+002	1.025000e+004					2.772000e+002	3.566667e+002		
6.902000e+002	1.014000e+004					2.771500e+002	3.433333e+002		
6.892000e+002	1.063000e+004					2.771000e+002	3.433333e+002		
6.882000e+002	1.012000e+004					2.770500e+002	3.666667e+002		
6.872000e+002	1.027000e+004					2.770000e+002	3.233333e+002		
6.862000e+002	1.069000e+004					2.769500e+002	3.700000e+002		
6.852000e+002	1.023000e+004					2.769000e+002	3.966667e+002		
6.842000e+002	1.056000e+004					2.768500e+002	3.633333e+002		
6.832000e+002	1.045000e+004					2.768000e+002	3.666667e+002		
6.822000e+002	1.027000e+004					2.767500e+002	3.666667e+002		
6.812000e+002	9.930000e+003					2.767000e+002	3.800000e+002		
6.802000e+002	9.820000e+003					2.766500e+002	3.766667e+002		
6.792000e+002	1.005000e+004					2.766000e+002	3.600000e+002		
6.782000e+002	1.020000e+004					2.765500e+002	3.500000e+002		
6.772000e+002	1.027000e+004					2.765000e+002	3.166667e+002		
6.762000e+002	1.038000e+004					2.764500e+002	3.633333e+002		
6.752000e+002	1.021000e+004					2.764000e+002	4.133333e+002		
6.742000e+002	9.970000e+003					2.763500e+002	4.200000e+002		
6.732000e+002	1.007000e+004					2.763000e+002	3.900000e+002		
6.722000e+002	1.064000e+004					2.762500e+002	3.700000e+002		
6.712000e+002	1.077000e+004					2.762000e+002	4.066667e+002		
6.702000e+002	1.010000e+004					2.761500e+002	3.566667e+002		
6.692000e+002	1.035000e+004					2.761000e+002	3.733333e+002		
6.682000e+002	1.010000e+004					2.760500e+002	3.733333e+002		
6.672000e+002	9.830000e+003					2.760000e+002	4.333333e+002		
6.662000e+002	1.018000e+004					2.759500e+002	3.833333e+002		
6.652000e+002	1.024000e+004					2.759000e+002	3.966667e+002		
6.642000e+002	1.008000e+004					2.758500e+002	3.433333e+002		
6.632000e+002	1.036000e+004					2.758000e+002	3.766667e+002		
6.622000e+002	1.012000e+004					2.757500e+002	3.833333e+002		
6.612000e+002	1.061000e+004					2.757000e+002	4.100000e+002		
6.602000e+002	1.051000e+004					2.756500e+002	3.600000e+002		
6.592000e+002	1.052000e+004					2.756000e+002	3.600000e+002		
6.582000e+002	9.750000e+003					2.755500e+002	4.033333e+002		
6.572000e+002	1.022000e+004					2.755000e+002	4.066667e+002		
6.562000e+002	1.022000e+004					2.754500e+002	3.733333e+002		
6.552000e+002	1.021000e+004					2.754000e+002	4.266667e+002		
6.542000e+002	9.740000e+003					2.753500e+002	3.233333e+002		
6.532000e+002	1.006000e+004					2.753000e+002	4.033333e+002		
6.522000e+002	1.032000e+004					2.752500e+002	3.966667e+002		
6.512000e+002	1.032000e+004					2.752000e+002	3.566667e+002		
6.502000e+002	1.040000e+004					2.751500e+002	4.633333e+002		
6.492000e+002	9.790000e+003					2.751000e+002	3.700000e+002		
6.482000e+002	1.035000e+004					2.750500e+002	3.966667e+002		
6.472000e+002	1.033000e+004					2.750000e+002	4.000000e+002		
6.462000e+002	1.016000e+004					2.749500e+002	3.700000e+002		
6.452000e+002	1.043000e+004					2.749000e+002	3.100000e+002		
6.442000e+002	1.061000e+004					2.748500e+002	3.633333e+002		
6.432000e+002	1.056000e+004					2.748000e+002	3.800000e+002		
6.422000e+002	9.950000e+003					2.747500e+002	4.633333e+002		
6.412000e+002	1.030000e+004					2.747000e+002	3.933333e+002		
6.402000e+002	1.027000e+004								
6.392000e+002	9.970000e+003								
6.382000e+002	1.015000e+004								
6.372000e+002	1.033000e+004								
6.362000e+002	1.008000e+004								
6.352000e+002	1.018000e+004								
6.342000e+002	1.037000e+004								
6.332000e+002	1.071000e+004								
6.322000e+002	1.029000e+004								
6.312000e+002	1.051000e+004								
6.302000e+002	1.055000e+004								
6.292000e+002	1.046000e+004								
6.282000e+002	1.045000e+004								
6.272000e+002	1.044000e+004								
6.262000e+002	1.054000e+004								
6.252000e+002	1.054000e+004								
6.242000e+002	1.070000e+004								
6.232000e+002	1.032000e+004								
6.222000e+002	9.990000e+003								
6.212000e+002	9.820000e+003								
6.202000e+002	9.930000e+003								
6.192000e+002	9.830000e+003								
6.182000e+002	1.040000e+004								
6.172000e+002	1.069000e+004								
6.162000e+002	1.062000e+004								
6.152000e+002	1.009000e+004								
6.142000e+002	1.009000e+004								
6.132000e+002	1.049000e+004								
6.122000e+002	1.036000e+004								
6.112000e+002	9.960000e+003								
6.102000e+002	1.035000e+004								
6.092000e+002	1.041000e+004								
6.082000e+002	1.016000e+004								
6.072000e+002	1.060000e+004								
6.062000e+002	1.028000e+004								
6.052000e+002	1.026000e+004								
6.042000e+002	1.012000e+004								
6.032000e+002	1.048000e+004								
6.022000e+002	1.032000e+004								
6.012000e+002	1.030000e+004								
6.002000e+002	1.028000e+004								
5.992000e+002	1.024000e+004								
5.982000e+002	1.048000e+004								
5.972000e+002	1.003000e+004								
5.962000e+002	1.014000e+004								
5.952000e+002	1.033000e+004								
5.942000e+002	1.028000e+004								
5.932000e+002	1.048000e+004								
5.922000e+002	9.910000e+003								
5.912000e+002	1.030000e+004								
5.902000e+002	1.019000e+004								
5.892000e+002	1.002000e+004								
5.882000e+002	9.730000e+003								
5.872000e+002	9.940000e+003								
5.862000e+002	1.020000e+004								
5.852000e+002	1.046000e+004								
5.842000e+002	1.006000e+004								
5.832000e+002	1.054000e+004								
5.822000e+002	1.034000e+004								
5.812000e+002	1.027000e+004								
5.802000e+002	1.005000e+004								
5.792000e+002	1.043000e+004								
5.782000e+002	1.038000e+004								
5.772000e+002	1.045000e+004								
5.762000e+002	1.035000e+004								
5.752000e+002	9.570000e+003								
5.742000e+002	9.950000e+003								
5.732000e+002	1.029000e+004								
5.722000e+002	9.590000e+003								
5.712000e+002	1.016000e+004								
5.702000e+002	9.920000e+003								
5.692000e+002	9.740000e+003								
5.682000e+002	9.740000e+003								
5.672000e+002	1.051000e+004								
5.662000e+002	1.009000e+004								
5.652000e+002	9.820000e+003								
5.642000e+002	1.035000e+004								
5.632000e+002	9.630000e+003								
5.622000e+002	9.930000e+003								
5.612000e+002	1.004000e+004								
5.602000e+002	1.035000e+004								
5.592000e+002	1.031000e+004								
5.582000e+002	1.072000e+004								
5.572000e+002	1.068000e+004								
5.562000e+002	1.139000e+004								
5.552000e+002	1.061000e+004								
5.542000e+002	1.061000e+004								
5.532000e+002	1.062000e+004								
5.522000e+002	1.019000e+004								
5.512000e+002	9.510000e+003								
5.502000e+002	9.640000e+003								
5.492000e+002	8.960000e+003								
5.482000e+002	9.040000e+003								
5.472000e+002	8.550000e+003								
5.462000e+002	8.510000e+003								
5.452000e+002	8.190000e+003								
5.442000e+002	7.630000e+003								
5.432000e+002	7.400000e+003								
5.422000e+002	7.110000e+003								
5.412000e+002	6.420000e+003								
5.402000e+002	6.400000e+003								
5.392000e+002	6.360000e+003								
5.382000e+002	6.340000e+003								
5.372000e+002	5.980000e+003								
5.362000e+002	6.400000e+003								
5.352000e+002	8.070000e+003								
5.342000e+002	1.466000e+004								
5.332000e+002	2.843000e+004								
5.322000e+002	3.746000e+004								
5.312000e+002	2.950000e+004								
5.302000e+002	1.397000e+004								
5.292000e+002	6.340000e+003								
5.282000e+002	5.200000e+003								
5.272000e+002	4.610000e+003								
5.262000e+002	4.240000e+003								
5.252000e+002	4.600000e+003								
5.242000e+002	4.850000e+003								
5.232000e+002	4.940000e+003								
5.222000e+002	4.670000e+003								
5.212000e+002	4.520000e+003								
5.202000e+002	4.710000e+003								
5.192000e+002	4.530000e+003								
5.182000e+002	4.550000e+003								
5.172000e+002	4.240000e+003								
5.162000e+002	4.510000e+003								
5.152000e+002	4.860000e+003								
5.142000e+002	4.460000e+003								
5.132000e+002	4.700000e+003								
5.122000e+002	4.680000e+003								
5.112000e+002	4.220000e+003								
5.102000e+002	4.340000e+003								
5.092000e+002	4.920000e+003								
5.082000e+002	4.500000e+003								
5.072000e+002	4.440000e+003								
5.062000e+002	4.630000e+003								
5.052000e+002	4.660000e+003								
5.042000e+002	4.400000e+003								
5.032000e+002	4.380000e+003								
5.022000e+002	4.470000e+003								
5.012000e+002	4.510000e+003								
5.002000e+002	4.580000e+003								
4.992000e+002	4.710000e+003								
4.982000e+002	4.490000e+003								
4.972000e+002	4.760000e+003								
4.962000e+002	4.970000e+003								
4.952000e+002	5.110000e+003								
4.942000e+002	4.370000e+003								
4.932000e+002	4.590000e+003								
4.922000e+002	4.410000e+003								
4.912000e+002	4.540000e+003								
4.902000e+002	4.430000e+003								
4.892000e+002	4.470000e+003								
4.882000e+002	4.390000e+003								
4.872000e+002	4.690000e+003								
4.862000e+002	4.520000e+003								
4.852000e+002	4.510000e+003								
4.842000e+002	4.520000e+003								
4.832000e+002	4.520000e+003								
4.822000e+002	4.490000e+003								
4.812000e+002	4.660000e+003								
4.802000e+002	4.380000e+003								
4.792000e+002	4.490000e+003								
4.782000e+002	4.340000e+003								
4.772000e+002	4.710000e+003								
4.762000e+002	4.430000e+003								
4.752000e+002	4.750000e+003								
4.742000e+002	4.530000e+003								
4.732000e+002	4.940000e+003								
4.722000e+002	4.330000e+003								
4.712000e+002	4.500000e+003								
4.702000e+002	4.460000e+003								
4.692000e+002	4.670000e+003								
4.682000e+002	4.400000e+003								
4.672000e+002	4.640000e+003								
4.662000e+002	4.560000e+003								
4.652000e+002	4.630000e+003								
4.642000e+002	4.660000e+003								
4.632000e+002	4.650000e+003								
4.622000e+002	4.850000e+003								
4.612000e+002	4.700000e+003								
4.602000e+002	4.490000e+003								
4.592000e+002	4.600000e+003								
4.582000e+002	4.390000e+003								
4.572000e+002	4.840000e+003								
4.562000e+002	4.790000e+003								
4.552000e+002	4.650000e+003								
4.542000e+002	4.430000e+003								
4.532000e+002	4.260000e+003								
4.522000e+002	4.600000e+003								
4.512000e+002	5.070000e+003								
4.502000e+002	4.780000e+003								
4.492000e+002	4.530000e+003								
4.482000e+002	4.490000e+003								
4.472000e+002	4.930000e+003								
4.462000e+002	5.140000e+003								
4.452000e+002	4.790000e+003								
4.442000e+002	4.640000e+003								
4.432000e+002	4.780000e+003								
4.422000e+002	4.760000e+003								
4.412000e+002	4.630000e+003								
4.402000e+002	4.880000e+003								
4.392000e+002	4.950000e+003								
4.382000e+002	5.160000e+003								
4.372000e+002	4.820000e+003								
4.362000e+002	4.800000e+003								
4.352000e+002	4.940000e+003								
4.342000e+002	4.720000e+003								
4.332000e+002	4.840000e+003								
4.322000e+002	4.710000e+003								
4.312000e+002	5.370000e+003								
4.302000e+002	4.810000e+003								
4.292000e+002	4.670000e+003								
4.282000e+002	4.950000e+003								
4.272000e+002	4.930000e+003								
4.262000e+002	5.160000e+003								
4.252000e+002	4.970000e+003								
4.242000e+002	5.200000e+003								
4.232000e+002	4.880000e+003								
4.222000e+002	5.030000e+003								
4.212000e+002	4.850000e+003								
4.202000e+002	4.570000e+003								
4.192000e+002	4.600000e+003								
4.182000e+002	4.620000e+003								
4.172000e+002	4.500000e+003								
4.162000e+002	4.900000e+003								
4.152000e+002	5.010000e+003								
4.142000e+002	4.600000e+003								
4.132000e+002	4.960000e+003								
4.122000e+002	4.900000e+003								
4.112000e+002	4.830000e+003								
4.102000e+002	4.370000e+003								
4.092000e+002	4.740000e+003								
4.082000e+002	4.890000e+003								
4.072000e+002	4.830000e+003								
4.062000e+002	4.510000e+003								
4.052000e+002	4.370000e+003								
4.042000e+002	4.960000e+003								
4.032000e+002	5.520000e+003								
4.022000e+002	6.550000e+003								
4.012000e+002	6.490000e+003								
4.002000e+002	5.600000e+003								
3.992000e+002	5.000000e+003								
3.982000e+002	4.580000e+003								
3.972000e+002	4.580000e+003								
3.962000e+002	4.670000e+003								
3.952000e+002	5.020000e+003								
3.942000e+002	4.810000e+003								
3.932000e+002	4.620000e+003								
3.922000e+002	4.520000e+003								
3.912000e+002	5.080000e+003								
3.902000e+002	4.930000e+003								
3.892000e+002	4.570000e+003								
3.882000e+002	5.050000e+003								
3.872000e+002	4.810000e+003								
3.862000e+002	4.710000e+003								
3.852000e+002	4.690000e+003								
3.842000e+002	5.000000e+003								
3.832000e+002	4.880000e+003								
3.822000e+002	4.580000e+003								
3.812000e+002	4.920000e+003								
3.802000e+002	4.880000e+003								
3.792000e+002	4.810000e+003								
3.782000e+002	4.840000e+003								
3.772000e+002	4.910000e+003								
3.762000e+002	4.690000e+003								
3.752000e+002	5.240000e+003								
3.742000e+002	4.840000e+003								
3.732000e+002	4.740000e+003								
3.722000e+002	4.760000e+003								
3.712000e+002	4.750000e+003								
3.702000e+002	4.760000e+003								
3.692000e+002	4.770000e+003								
3.682000e+002	5.140000e+003								
3.672000e+002	4.660000e+003								
3.662000e+002	4.930000e+003								
3.652000e+002	5.030000e+003								
3.642000e+002	4.680000e+003								
3.632000e+002	5.050000e+003								
3.622000e+002	4.750000e+003								
3.612000e+002	5.010000e+003								
3.602000e+002	4.830000e+003								
3.592000e+002	4.760000e+003								
3.582000e+002	5.020000e+003								
3.572000e+002	5.050000e+003								
3.562000e+002	4.960000e+003								
3.552000e+002	5.090000e+003								
3.542000e+002	5.060000e+003								
3.532000e+002	5.050000e+003								
3.522000e+002	4.970000e+003								
3.512000e+002	4.710000e+003								
3.502000e+002	4.880000e+003								
3.492000e+002	5.130000e+003								
3.482000e+002	4.920000e+003								
3.472000e+002	5.210000e+003								
3.462000e+002	5.100000e+003								
3.452000e+002	5.170000e+003								
3.442000e+002	5.040000e+003								
3.432000e+002	4.690000e+003								
3.422000e+002	5.080000e+003								
3.412000e+002	5.390000e+003								
3.402000e+002	5.410000e+003								
3.392000e+002	4.840000e+003								
3.382000e+002	5.120000e+003								
3.372000e+002	4.680000e+003								
3.362000e+002	4.920000e+003								
3.352000e+002	4.930000e+003								
3.342000e+002	4.950000e+003								
3.332000e+002	4.910000e+003								
3.322000e+002	4.920000e+003								
3.312000e+002	4.840000e+003								
3.302000e+002	5.220000e+003								
3.292000e+002	5.440000e+003								
3.282000e+002	5.230000e+003								
3.272000e+002	5.100000e+003								
3.262000e+002	4.540000e+003								
3.252000e+002	4.990000e+003								
3.242000e+002	5.000000e+003								
3.232000e+002	4.900000e+003								
3.222000e+002	5.140000e+003								
3.212000e+002	5.170000e+003								
3.202000e+002	4.940000e+003								
3.192000e+002	5.400000e+003								
3.182000e+002	5.160000e+003								
3.172000e+002	5.300000e+003								
3.162000e+002	5.520000e+003								
3.152000e+002	5.500000e+003								
3.142000e+002	5.340000e+003								
3.132000e+002	5.210000e+003								
3.122000e+002	4.970000e+003								
3.112000e+002	5.430000e+003								
3.102000e+002	5.490000e+003								
3.092000e+002	5.540000e+003								
3.082000e+002	5.220000e+003								
3.072000e+002	5.640000e+003								
3.062000e+002	5.610000e+003								
3.052000e+002	5.260000e+003								
3.042000e+002	4.950000e+003								
3.032000e+002	4.770000e+003								
3.022000e+002	4.650000e+003								
3.012000e+002	4.090000e+003								
3.002000e+002	3.710000e+003								
2.992000e+002	3.560000e+003								
2.982000e+002	3.490000e+003								
2.972000e+002	3.330000e+003								
2.962000e+002	2.890000e+003								
2.952000e+002	2.690000e+003								
2.942000e+002	2.650000e+003								
2.932000e+002	2.350000e+003								
2.922000e+002	2.470000e+003								
2.912000e+002	2.850000e+003								
2.902000e+002	3.560000e+003								
2.892000e+002	5.360000e+003								
2.882000e+002	7.950000e+003								
2.872000e+002	1.194000e+004								
2.862000e+002	1.656000e+004								
2.852000e+002	2.116000e+004								
2.842000e+002	2.174000e+004								
2.832000e+002	9.260000e+003								
2.822000e+002	2.120000e+003								
2.812000e+002	1.290000e+003								
2.802000e+002	1.100000e+003								
2.792000e+002	1.100000e+003								
2.782000e+002	9.900000e+002								
2.772000e+002	9.800000e+002								
2.762000e+002	9.800000e+002								
2.752000e+002	9.800000e+002								
2.742000e+002	9.500000e+002								
2.732000e+002	9.900000e+002								
2.722000e+002	1.150000e+003								
2.712000e+002	1.340000e+003								
2.702000e+002	1.350000e+003								
2.692000e+002	1.170000e+003								
2.682000e+002	9.800000e+002								
2.672000e+002	1.140000e+003								
2.662000e+002	1.140000e+003								
2.652000e+002	1.110000e+003								
2.642000e+002	1.010000e+003								
2.632000e+002	9.700000e+002								
2.622000e+002	1.050000e+003								
2.612000e+002	9.300000e+002								
2.602000e+002	9.100000e+002								
2.592000e+002	1.010000e+003								
2.582000e+002	1.020000e+003								
2.572000e+002	1.170000e+003								
2.562000e+002	1.060000e+003								
2.552000e+002	1.090000e+003								
2.542000e+002	1.140000e+003								
2.532000e+002	1.180000e+003								
2.522000e+002	1.060000e+003								
2.512000e+002	1.010000e+003								
2.502000e+002	9.700000e+002								
2.492000e+002	9.500000e+002								
2.482000e+002	9.500000e+002								
